repo,id,text,repo_level,symptom_cate,entity_layer,root_cause,root_cause_sub
vircadia/vircadia-native-core,436,When starting interface in VR Mode High Fidelity branding is still visible at login. | Pretty self explanatory from the title. Image below to show what I am seeing.Version: Latest from the website.![image](https://user-images.githubusercontent.com/1534098/84103082-505fc700-a9cf-11ea-8105-e361ad5cd890.png),C3,AF,L3,ICFM,Scope Mismatch
vircadia/vircadia-native-core,452,"wrist rotation is weird and unrealistic | When rotating your hand in VR, all the rotation get done on the wrist. In reality, a wrist cannot rotate much or at all. In reality, the two lower arm bones would move somewhat independent of each other to rotate the hand, and the shoulder might add a little to that, if the rotation goes too far.This makes people wrists look really weird, since the lower arms and wrists are not round on most avatars.I would suggest making the wrist not able to rotate, or",C3,SD,L2,TDI,
vircadia/vircadia-native-core,484,"Add option to enable/disable Vive Pro Eye eye tracking | Adds a ""use eye tracking"" option to the Vive settings, that enables and disables eye tracking.Also tidies up some dialog layout issues:- Tweaks some text.- Makes checkboxes square rather than round.- Fixes position of recommended puck placement diagram.Includes in the build package the Vive developer guidelines that prompted the need for the option.",C3,AF,L3,TDI,
vircadia/vircadia-native-core,512,"Web entity does not respond to scroll bars using Macos client | Web entity does not respond to scroll bar using Macos client.On my 15-inch Macbook pro running Mojave (version 10.14.6) with the 2020.2.2 release client, I get the following debug errors when trying to slide the scroll bars on web entities:[07/05 15:54:27] [WARNING] [qt.webengine.touch] Sending simulated touch events to Chromium does not work properly on macOS. Consider using QNativeGestureEvents or QMouseEvents.",C3,IC,L1,IIV,
vircadia/vircadia-native-core,522,"""Render with zones"" dropdown not working in VR | the ""Render with zones"" dropdown box in create menu does not work in VR, clicking it does nothing.I tested in openVR (Valve index) and Basinsky confirmed on Oculus CV1.",C3,IC,L3,IIV,
vircadia/vircadia-native-core,606,"Change colorSpread color-picker and other small fixes | Replace the color-picker of the attribute **particle.colorSpread** for a color vec3To do this, a new type of input field has been added ""**vec3rgb**"" to support the ""red, green, blue"" vector (Non-color-picker)Some **CSS** have been adjusted for the new field type '**vec3rgb**'.This addresses issue **#593**Fix also the broken particle texture preview that, as for '**atp:/**', doesn't support '**file:/**'. Needed for issue **#534**.Revisit th",C3,AF,L3,UPF,
vircadia/vircadia-native-core,607,"Inventory App: show thumbnails if available | Left next to the inventory items, there is what feels like a placeholder for a thumbnail.There is a simple thumbnail system for avatars already. Currently the avatar app looks for a jpg file on the same url as the avatar.Same thing could be done with all files. If there is a model at google.de/bed.fbx then look at google.de/bed.jpg for a thumbnail. Even for scripts could have thumbnails like this.",C3,AF,L3,UPF,
vircadia/vircadia-native-core,662,Support for Mouse Look and WASD Movement | Currently user movement in Vircadia is a bit of a pain for people who are used to First Person Shooters that were made post half life or Quake like myself.The Problem: Currently we need to hold down the right mouse button to look around with the mouse. This is really non-standard behavior compared to other 3d First Person Applications.Q and E strafes left and right.A and D rotates left and rightHow it should be:A and D should be strafe left and right.In,C3,VF,L1,ICFM,Scope Mismatch
vircadia/vircadia-native-core,681,"Collision hull does not update when a model is replaced. | I notice this one when I'm building out a space, constantly adding to a model which changes it's scale and shape.  This is not an urgent fix, as it only affects users in the domain at the time of model replacement, but it's a bit annoying for builders.  It's worth noting that a simple ""reload content"" does not work. You have to physically restart the interface.1. Using the create menu, add a model, preferably one with a clear ""floor."" Se",C3,SD,L4,UPF,
vircadia/vircadia-native-core,689,"Add open-in-external-browser button to web browser dialog | Adds a button to the right of the URL box that opens the URL in an external browser, and closes the Interface browser window. This button is only enabled in desktop mode.![browser-window](https://user-images.githubusercontent.com/7455448/92322459-6a1fb180-f085-11ea-962a-249d05f838c4.png)Also:- Fixes colors of prev, next, and stop/reload buttons so that they're visible.- Fixes action of stop/reload button.- Fixes display of Web page's fa",C3,AF,L3,ICFM,Pipeline Misordering
vircadia/vircadia-native-core,702,Black Visual Artifacting with Zone Haze | This was initially reported by Silverfish https://cdn.discordapp.com/attachments/632678644665548821/752655841454325890/vircadia-snap-by-Silverfish-on-2020-09-08_00-10-50.gif but I also confirmed seeing similar weird behavior when testing PR #576 These are the values that were set for Zone Haze at the time...https://user-images.githubusercontent.com/52365539/92419167-b3c9d400-f139-11ea-8132-e24dcf250450.png,C3,RA,L5,TDI,
vircadia/vircadia-native-core,737,"Replacement of 3D Overlays for Local Entities | **This replaces all the deprecated 3d Overlays for Local Entities.No functional changes, only technical.****Many variables have been renamed for clarity.** _(Mainly the term ""overlay"" that were used to designate the elements of the selection tool. Now it refer to ""toolEntity"" to designate the entities composing the Selection Tool.)_**The color of the different elements of the selection tools has also been adjusted.They are now more contrasted and m",C3,AF,L3,TDI,
vircadia/vircadia-native-core,738,"Fix chat opening due to other users triggering | The chat window triggering is pretty much working now, you can check that by typing a message while in world with another person and clicking on the message popup at the bottom left of the screen. When the chat window opens for you, it should not open for anyone else in the domain.Alongside those changes, I've also refactored links for: images, videos, and regular links. Please try all three link types, right click and ensure copying them works ap",C3,AF,L3,IIV,
vircadia/vircadia-native-core,838,"HUD overlay fixes and improvements | The VR HUD overlay has been fixed and improved:- Overlay surface is rendered a bit further away (1.5m instead of 1.0m). This makes it easier on the eyes.- The horizontal size of the overlay surface has been reduced from 270 deg to 180 deg. This means that it doesn't wrap around ""behind"" you.- The physical (real world) distance required to move before the HUD overlay is recentered on your avatar has been reduced from 0.99m to 0.33m. This makes the HUD always b",C3,VF,L3,GCE,Incorrect Calculation
vircadia/vircadia-native-core,874,"Fix new Zones appearing as parent of a ghost child | Fix for Issue #869This excludes the local and avatar entities from what is returns by Entities.getChildrenIDsto avoid the selection tools of the Zone entities to be considered as Children of it.This was necessary for the display of the hierarchy status, but also for the ""Add Children to Selection"".**For the QA:**1- Open the ""Create"" Application2- Make sure to have the ""Hierarchy"" column displayed in the entity list.3- Create a new Zone entity*",C3,SD,L3,IAC,
vircadia/vircadia-native-core,942,"Avatar auto scale: match avatar eye height to user eye height. | This PR adds a 'Real Height' button to the avatar scale slider.  The button scales the avatar so that its eye height matches the user's real-world eye height (derived from the 'User real world height' setting).  In this way, the world is displayed at 1:1 scale to the user in VR (fixes https://github.com/vircadia/vircadia/issues/939).### Tests done- In VR, kneel to position your head as if you were 1m tall.- Set 'User real-world hei",C3,SD,L2,UPF,
vircadia/vircadia-native-core,1050,"Image Entities: fix keepAspectRatio, implement naturalDimensions | fix https://github.com/vircadia/vircadia/issues/697before, keepAspectRatio only worked if the entity dimensions were 1x1.  now, if keepAspectRatio is true, the image will properly fit into its bound no matter what they are.  additionally, image entities now have naturalDimensions.I couldn't reproduce the part of the bug about keepAspectRatio not working for pngs.one open question: when a sub image is selected, should it respect t",C3,AF,L3,GCE,Incorrect Calculation
vircadia/vircadia-native-core,1076,"Material improvements | fixes the remaining issue with transparent shape entities mentioned here: https://github.com/vircadia/vircadia/issues/224#issuecomment-643830147fixes https://github.com/vircadia/vircadia/issues/744fixes https://github.com/vircadia/vircadia/issues/1085support material entities on Gizmo entities, Image entities, and Text entitiescaveats:- Gizmos don't currently define UVs, which means any material textures or procedural shaders that use them won't work.  this is not hard to",C3,AF,L4,ICFM,Scope Mismatch
vircadia/vircadia-native-core,1124,"Fix avatar parts rotating | Possible fix for ""Avatar pieces rotate in an incorrect offset sometimes"", https://github.com/vircadia/vircadia/issues/1026 .The easiest way I found of reproducing the problem was to clear cache and start up in a heavy domain while rotting avatar with keyboard and/or right-mouse-press-and-drag. Then, if the problem didn't occur, teleport to another heavy domain and immediately quit Interface. Then start up again there. ... and so on.",C3,SD,L2,IIV,
vircadia/vircadia-native-core,1161,"Fix settings (QML) spin box stepping | Fixes spin boxes stepping in values of 1.0 instead of the desired values.Fixes incorrect stepping due to rounding errors.Adjusts step sizes and decimal places of some spin boxes.Settings > General:- X, Y input: changed number of decimals from 1 to 0.Settings > Controls:- Camera sensitivity: stepping fixed (step size 0.1); min value fixed (0.01 -> 0.1), number of decimals changed from 2 to 1.- Analog++ walk speed: changed number of decimals from 2 to 0.- Use",C3,AF,L3,GCE,Insufficient Precision
vircadia/vircadia-native-core,1181,"Fix glTF mesh colors | This change makes the colors in the color test FBX and glTF models in https://github.com/vircadia/vircadia/issues/957 appear to render consistently. And the glTF models' colors render the same when viewed in Windows' 3D Viewer.However, the change makes the colors in the FBX and glTF palm tree models in https://github.com/vircadia/vircadia/issues/302 render very differently.Testing needed!",C3,AF,L4,IAC,
