repo,id,symptom_annotator_1,symptom_annotator_2,symptom_annotator_3,symptom_annotator_4,symptom_annotator_5,symptom_final,rootcause_annotator_1,rootcause_annotator_2,rootcause_annotator_3,rootcause_annotator_4,rootcause_annotator_5,rootcause_final,entity_annotator_1,entity_annotator_2,entity_annotator_3,entity_annotator_4,entity_annotator_5,entity_final
ir-engine/etherealengine-archive,268,AF,AF,AF,IC,AF,AF,RLM,RLM,RLM,RLM,RLM,RLM,L3,L3,L3,L4,L3,L3
ir-engine/etherealengine-archive,357,AF,AF,AF,AF,AF,AF,ICFM,ICFM,IIV,TDI,ICFM,ICFM,L3,L3,L3,L3,L3,L3
ir-engine/etherealengine-archive,812,AF,AF,SD,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
ir-engine/etherealengine-archive,813,SD,IC,SD,SD,SD,SD,IAC,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
ir-engine/etherealengine-archive,2873,VF,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L2,L1,L3,L3,L3,L3
ir-engine/etherealengine-archive,4804,IC,IC,IC,IC,IC,IC,IIV,TDI,TDI,TDI,TDI,TDI,L3,L3,L3,L3,L3,L3
ir-engine/etherealengine-archive,5574,AF,AF,AF,AF,AF,AF,RLM,RLM,IAC,RLM,RLM,RLM,L3,L3,L3,L3,L3,L3
ir-engine/etherealengine-archive,7894,AF,VF,AF,AF,IC,AF,UPF,UPF,UPF,UPF,RLM,UPF,L2,L3,L3,L3,L3,L3
j-shm/openxr-experimental-boundary,19,AF,AF,AF,AF,AF,AF,GCE,GCE,GCE,GCE,TDI,GCE,L4,L4,L4,L4,L4,L4
j-shm/openxr-experimental-boundary,24,AF,SD,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
jbaicoianu/janusweb,193,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
ju1ce/April-Tag-VR-FullBody-Tracker,62,RA,RA,RA,RA,RA,RA,ICFM,ICFM,ICFM,RLM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
ju1ce/April-Tag-VR-FullBody-Tracker,64,RS,AF,AF,AF,RA,AF,IIV,IIV,IIV,RLM,IIV,IIV,L3,L3,L3,L2,L3,L3
ju1ce/April-Tag-VR-FullBody-Tracker,67,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L3,L3,L3,L3,L3,L3
ju1ce/April-Tag-VR-FullBody-Tracker,137,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
knah/VRCMods,155,SD,RA,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
kurotu/VRCQuestTools,5,AF,AF,AF,AF,AF,AF,ICFM,ICFM,IIV,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
leetvr/hotham,111,SD,SD,SD,AF,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
leetvr/hotham,179,IC,IC,IC,RA,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L2,L2,L2,L2,L2,L2
leetvr/hotham,232,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
leetvr/hotham,262,AF,AF,AF,AF,AF,AF,IAC,IAC,ICFM,RLM,IAC,IAC,L4,L4,L4,L4,L4,L4
leetvr/hotham,268,RS,RS,RS,RS,RS,RS,TDI,TDI,TDI,TDI,TDI,TDI,L3,L2,L3,L3,L3,L3
leetvr/hotham,278,RA,RA,RA,RA,RA,RA,ICFM,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
leetvr/hotham,305,VF,VF,VF,VF,VF,VF,GCE,GCE,GCE,GCE,GCE,GCE,L1,L1,L1,L1,L1,L1
leetvr/hotham,311,RS,RS,RS,RS,RS,RS,IAC,IAC,TDI,IAC,IAC,IAC,L1,L1,L1,L1,L1,L1
leetvr/hotham,344,VF,VF,VF,VF,VF,VF,GCE,GCE,GCE,GCE,GCE,GCE,L1,L1,L1,L1,L1,L1
leetvr/hotham,374,VF,VF,VF,VF,IC,VF,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
leetvr/hotham,375,VF,VF,RS,VF,VF,VF,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
leetvr/hotham,399,AF,AF,AF,AF,AF,AF,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L5,L4,L4,L4
leetvr/hotham,402,RA,RA,VF,RA,RA,RA,RLM,RLM,RLM,RLM,GCE,RLM,L4,L4,L4,L4,L4,L4
leetvr/hotham,438,SD,SD,SD,SD,SD,SD,RLM,RLM,RLM,RLM,RLM,RLM,L4,L4,L4,L1,L4,L4
liyasthomas/lvr,2,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L4,L4,L4,L4,L4,L4
madebywild/konterball,4,AF,VF,VF,VF,VF,VF,TDI,TDI,TDI,TDI,TDI,TDI,L3,L3,L3,L3,L3,L3
marlon360/whiteboard-vr,4,AF,AF,AF,AF,AF,AF,TDI,UPF,UPF,UPF,UPF,UPF,L3,L3,L2,L3,L3,L3
maxxfrazer/RealityUI,13,SD,SD,SD,SD,SD,SD,IAC,GCE,IAC,IAC,IAC,IAC,L1,L1,L1,L1,L1,L1
maxxfrazer/RealityUI,21,SD,SD,SD,SD,RS,SD,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L2,L3,L3
mayognaise/aframe-mouse-cursor-component,25,AF,AF,AF,AF,AF,AF,ICFM,ICFM,UPF,ICFM,ICFM,ICFM,L1,L1,L1,L5,L1,L1
mcxr-org/MCXR,16,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
mcxr-org/MCXR,17,RS,RS,RS,RS,RS,RS,GCE,IAC,IAC,IAC,IAC,IAC,L1,L1,L1,L1,L1,L1
mcxr-org/MCXR,88,VF,VF,IC,SD,VF,VF,IAC,IAC,IAC,IAC,IIV,IAC,L5,L5,L5,L5,L5,L5
microsoft/OpenXR-MixedReality,14,RA,RA,RA,RA,RA,RA,IIV,IIV,IIV,IIV,IIV,IIV,L5,L5,L5,L5,L5,L5
microsoft/mixed-reality-extension-sdk,152,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,IAC,GCE,L4,L5,L4,L4,L4,L4
microsoft/mixed-reality-extension-sdk,225,SD,SD,SD,IC,SD,SD,UPF,UPF,UPF,UPF,UPF,UPF,L4,L1,L1,L1,L1,L1
microsoft/mixed-reality-extension-sdk,243,IC,SD,SD,SD,SD,SD,ICFM,UPF,UPF,UPF,UPF,UPF,L4,L4,L4,L4,L4,L4
microsoft/mixed-reality-extension-unity,20,IC,IC,IC,IC,IC,IC,IAC,IAC,IAC,IAC,IAC,IAC,L4,L4,L4,L1,L4,L4
microsoft/mixed-reality-extension-unity,38,SD,SD,SD,SD,SD,SD,IAC,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
microsoft/mixed-reality-extension-unity,130,IC,IC,VF,IC,IC,IC,ICFM,RLM,ICFM,RLM,ICFM,ICFM,L5,L1,L1,L4,L1,L1
microsoft/mixed-reality-extension-unity,228,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,IIV,ICFM,L2,L2,L2,L2,L2,L2
misyaguziya/VRCT,28,SD,SD,SD,RA,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
mobfishgmbh/Cardboard-VR-Unity-SDK,60,AF,AF,AF,AF,AF,AF,IAC,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
mordentral/VRExpansionPlugin,9,VF,VF,AF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
mozilla/webxr-polyfill,59,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
mtwoodard/hypVR-Ray,1,RA,RA,RA,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L4,L5
musehq/spacesvr,57,VF,VF,VF,VF,VF,VF,TDI,IAC,IAC,IAC,IAC,IAC,L1,L1,L1,L1,L1,L1
musehq/spacesvr,71,SD,SD,SD,RA,SD,SD,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
musehq/spacesvr,136,RA,RA,RA,RA,RA,RA,GCE,GCE,GCE,GCE,ICFM,GCE,L3,L3,L3,L3,L3,L3
musehq/spacesvr,138,VF,VF,VF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
musehq/spacesvr,141,AF,AF,AF,AF,AF,AF,RLM,RLM,RLM,RLM,RLM,RLM,L5,L5,L5,L5,L4,L5
musehq/spacesvr,142,AF,AF,AF,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L5,L5,L5,L1,L5,L5
musehq/spacesvr,161,AF,AF,AF,AF,AF,AF,IIV,ICFM,ICFM,IAC,ICFM,ICFM,L1,L1,L1,L1,L2,L1
musehq/spacesvr,162,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
musehq/spacesvr,173,AF,AF,AF,AF,AF,AF,IAC,RLM,ICFM,GCE,RLM,RLM,L3,L3,L3,L3,L3,L3
n5ro/aframe-physics-system,49,AF,AF,AF,RA,AF,AF,ICFM,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
n5ro/aframe-physics-system,58,IC,IC,IC,IC,IC,IC,RLM,RLM,RLM,RLM,RLM,RLM,L4,L4,L4,L4,L4,L4
n5ro/aframe-physics-system,160,IC,SD,SD,SD,SD,SD,TDI,TDI,RLM,TDI,TDI,TDI,L4,L4,L4,L4,L4,L4
networked-aframe/networked-aframe,34,RA,IC,IC,IC,IC,IC,UPF,UPF,UPF,UPF,UPF,UPF,L5,L5,L5,L5,L5,L5
networked-aframe/networked-aframe,213,VF,VF,VF,VF,VF,VF,IAC,IAC,IAC,IAC,IAC,IAC,L4,L4,L4,L4,L4,L4
networked-aframe/networked-aframe,353,AF,RA,SD,AF,AF,AF,RLM,RLM,RLM,RLM,RLM,RLM,L3,L3,L3,L3,L3,L3
networked-aframe/networked-aframe,402,SD,SD,SD,SD,SD,SD,UPF,RLM,ICFM,RLM,RLM,RLM,L3,L4,L3,L3,L3,L3
networked-aframe/networked-aframe,437,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
networked-aframe/networked-aframe,444,AF,AF,AF,AF,AF,AF,IAC,IAC,IAC,IAC,IAC,IAC,L4,L4,L4,L4,L4,L4
networked-aframe/networked-aframe,451,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,GCE,ICFM,ICFM,L1,L1,L1,L1,L1,L1
ngokevin/aframe-core,150,AF,AF,AF,AF,AF,AF,RLM,RLM,RLM,RLM,RLM,RLM,L3,L3,L3,L3,L3,L3
ngokevin/aframe-core,176,SD,RS,AF,IC,AF,AF,RLM,RLM,ICFM,RLM,RLM,RLM,L1,L1,L1,L1,L1,L1
ngokevin/aframe-core,302,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L1,L1,L1,L1,L1,L1
ngokevin/aframe-core,332,RA,RA,RA,RA,RA,RA,UPF,UPF,UPF,UPF,IAC,UPF,L3,L3,L3,L3,L3,L3
ngokevin/aframe-core,418,RA,RA,RA,RA,IC,RA,UPF,UPF,UPF,UPF,IAC,UPF,L4,L4,L4,L2,L4,L4
ngokevin/aframe-core,424,VF,VF,VF,VF,SD,VF,UPF,UPF,UPF,UPF,UPF,UPF,L5,L5,L5,L5,L5,L5
ngokevin/aframe-core,481,RS,RS,RS,RS,RS,RS,TDI,UPF,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
ngokevin/aframe-core,486,AF,AF,AF,AF,AF,AF,RLM,IIV,IIV,IIV,IIV,IIV,L4,L4,L4,L4,L4,L4
ngokevin/aframe-core,511,AF,AF,AF,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L4,L4,L4,L4,L4,L4
ngokevin/aframe-core,519,IC,IC,IC,IC,IC,IC,IAC,IAC,RLM,IAC,IAC,IAC,L4,L4,L4,L4,L4,L4
ngokevin/aframe-core,539,SD,SD,SD,SD,SD,SD,UPF,UPF,UPF,UPF,UPF,UPF,L5,L5,L5,L5,L5,L5
ngokevin/aframe-core,574,SD,SD,SD,SD,SD,SD,RLM,RLM,RLM,RLM,RLM,RLM,L3,L3,L3,L3,L3,L3
ngokevin/aframe-core,672,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,UPF,ICFM,ICFM,L1,L1,L1,L1,L1,L1
ngokevin/aframe-core,673,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L5,L4,L3,L3
oneMillionWorlds/Tamarin,1,VF,VF,VF,VF,VF,VF,GCE,GCE,GCE,GCE,GCE,GCE,L2,L2,L2,L3,L2,L2
osrf/vrx,135,SD,SD,SD,SD,SD,SD,UPF,UPF,UPF,UPF,UPF,UPF,L4,L4,L4,L4,L4,L4
osrf/vrx,140,VF,VF,VF,VF,VF,VF,IIV,IIV,IAC,IIV,IIV,IIV,L5,L5,L5,L5,L5,L5
osrf/vrx,162,RA,RA,RA,RA,RA,RA,UPF,UPF,UPF,UPF,UPF,UPF,L5,L5,L5,L5,L5,L5
osrf/vrx,352,AF,AF,AF,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L3,L4,L4,L2,L4,L4
osrf/vrx,361,VF,RA,RA,RA,RA,RA,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
osrf/vrx,728,SD,SD,AF,SD,SD,SD,GCE,UPF,IIV,GCE,GCE,GCE,L5,L1,L5,L5,L5,L5
overte-org/overte,45,SD,VF,SD,RS,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
overte-org/overte,147,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
overte-org/overte,189,SD,SD,VF,SD,SD,SD,RLM,RLM,RLM,RLM,RLM,RLM,L3,L3,L3,L3,L2,L3
overte-org/overte,190,SD,SD,SD,SD,SD,SD,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
overte-org/overte,195,SD,SD,SD,SD,SD,SD,RLM,RLM,IAC,RLM,RLM,RLM,L2,L2,L2,L2,L3,L2
overte-org/overte,209,AF,AF,AF,RA,AF,AF,IAC,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
overte-org/overte,291,RS,IC,SD,AF,AF,AF,TDI,TDI,TDI,TDI,ICFM,TDI,L1,L4,L4,L1,L1,L1
overte-org/overte,294,RA,RA,RA,RA,RA,RA,ICFM,UPF,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
overte-org/overte,307,AF,AF,AF,AF,AF,AF,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
overte-org/overte,470,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L3,L3,L3,L3,L3,L3
overte-org/overte,487,IC,IC,IC,IC,IC,IC,IAC,IAC,IAC,IAC,IAC,IAC,L1,L1,L1,L1,L2,L1
overte-org/overte,490,SD,SD,SD,SD,SD,SD,IAC,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
overte-org/overte,498,RA,RA,RA,RA,RA,RA,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
overte-org/overte,737,IC,IC,IC,IC,IC,IC,RLM,GCE,GCE,GCE,GCE,GCE,L2,L3,L3,L3,L3,L3
overte-org/overte,781,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,IAC,GCE,L2,L2,L2,L2,L2,L2
overte-org/overte,826,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
overte-org/overte,831,AF,AF,AF,AF,RS,AF,GCE,GCE,GCE,IIV,GCE,GCE,L3,L3,L3,L3,L4,L3
overte-org/overte,862,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L2,L2,L2,L2,L2,L2
overte-org/overte,866,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L2,L2,L2,L2,L2,L2
overte-org/overte,880,AF,AF,AF,RS,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L4,L3,L3,L3,L3,L3
overte-org/overte,975,IC,SD,IC,IC,SD,IC,IIV,IIV,IIV,IIV,IIV,IIV,L1,L3,L1,L1,L1,L1
overte-org/overte,1058,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
overte-org/overte,1081,VF,VF,VF,VF,VF,VF,ICFM,RLM,RLM,RLM,RLM,RLM,L1,L1,L1,L1,L1,L1
overte-org/overte,1083,AF,AF,AF,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
overte-org/overte,1094,IC,IC,IC,IC,IC,IC,UPF,RLM,UPF,UPF,UPF,UPF,L3,L2,L3,L3,L3,L3
overte-org/overte,1111,AF,AF,AF,AF,AF,AF,IIV,IIV,GCE,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
overte-org/overte,1127,RA,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
overte-org/overte,1196,AF,AF,RS,AF,AF,AF,GCE,UPF,UPF,UPF,TDI,UPF,L3,L1,L3,L3,L3,L3
overte-org/overte,1210,AF,SD,AF,AF,AF,AF,TDI,TDI,TDI,RLM,TDI,TDI,L3,L3,L3,L3,L3,L3
overte-org/overte,1234,RA,RA,RA,RA,RA,RA,ICFM,ICFM,ICFM,IIV,ICFM,ICFM,L5,L5,L5,L5,L5,L5
overte-org/overte,1247,AF,AF,AF,AF,SD,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
overte-org/overte,1304,AF,AF,VF,AF,AF,AF,UPF,ICFM,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
overte-org/overte,1307,SD,AF,AF,AF,AF,AF,ICFM,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
overte-org/overte,1367,AF,AF,AF,AF,AF,AF,RLM,RLM,RLM,RLM,RLM,RLM,L3,L4,L3,L3,L3,L3
overte-org/overte,1469,AF,AF,AF,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L1,L3,L3,L3
overte-org/overte,1503,AF,IC,IC,IC,IC,IC,UPF,ICFM,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
overte-org/overte,1513,AF,AF,AF,AF,AF,AF,TDI,TDI,TDI,TDI,TDI,TDI,L3,L3,L3,L3,L3,L3
overte-org/overte,1516,RA,RA,RA,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L1,L1,L1,L1,L1,L1
overte-org/overte,1595,RA,RA,RA,RA,RA,RA,RLM,RLM,RLM,RLM,RLM,RLM,L3,L3,L3,L3,L3,L3
overte-org/overte,1630,AF,AF,AF,AF,AF,AF,IAC,IAC,IAC,IAC,IAC,IAC,L1,L1,L1,L1,L1,L1
overte-org/overte,1664,IC,SD,SD,SD,SD,SD,IAC,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
overte-org/overte,1690,AF,AF,AF,AF,AF,AF,IAC,ICFM,ICFM,ICFM,GCE,ICFM,L5,L5,L5,L5,L5,L5
overte-org/overte,1710,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,IIV,ICFM,GCE,L3,L3,L3,L3,L1,L3
overte-org/overte,1722,SD,SD,SD,SD,SD,SD,RLM,RLM,RLM,RLM,RLM,RLM,L5,L3,L3,L3,L3,L3
overte-org/overte,1746,RS,IC,IC,IC,IC,IC,IIV,IIV,IIV,IIV,IIV,IIV,L1,L1,L1,L1,L1,L1
overte-org/overte,1761,AF,RA,SD,AF,SD,SD,RLM,RLM,RLM,RLM,RLM,RLM,L4,L4,L4,L4,L4,L4
overte-org/overte,1812,AF,AF,AF,AF,AF,AF,IAC,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
overte-org/overte,1819,RA,RA,RA,RA,RA,RA,UPF,UPF,UPF,UPF,UPF,UPF,L5,L5,L5,L2,L5,L5
philipturner/ARHeadsetKit,32,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
pmndrs/xr,324,IC,IC,IC,IC,IC,IC,IAC,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L2,L3
pmndrs/xr,350,IC,IC,IC,IC,IC,IC,ICFM,ICFM,TDI,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
pmndrs/xr,388,VF,VF,VF,VF,RS,VF,IIV,IIV,IIV,IIV,IIV,IIV,L3,L1,L1,L1,L1,L1
pmndrs/xr,391,VF,AF,VF,VF,VF,VF,IIV,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
pmndrs/xr,411,RS,RS,RS,RS,RS,RS,ICFM,ICFM,RLM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
pmndrs/xr,449,VF,VF,VF,VF,VF,VF,GCE,GCE,RLM,GCE,GCE,GCE,L5,L5,L4,L5,L5,L5
praydog/UEVR,15,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
praydog/UEVR,77,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,UPF,ICFM,ICFM,L1,L1,L1,L1,L1,L1
ptrpaws/DreamGrid,1,IC,IC,RA,IC,IC,IC,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
ptrpaws/DreamGrid,3,RA,RA,RA,RA,RA,RA,UPF,UPF,UPF,TDI,UPF,UPF,L5,L5,L5,L5,L5,L5
ptrpaws/DreamGrid,4,RS,RS,RS,RS,RS,RS,UPF,UPF,UPF,UPF,UPF,UPF,L5,L5,L5,L5,L5,L5
puckey/dance-tonite,6,AF,AF,AF,AF,AF,AF,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
pupil-labs/hmd-eyes,4,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,IIV,GCE,GCE,L5,L5,L5,L5,L5,L5
pushrax/OpenVR-SpaceCalibrator,55,AF,AF,AF,IC,AF,AF,TDI,TDI,TDI,TDI,TDI,TDI,L3,L3,L3,L3,L3,L3
quadjr/aframe-gaussian-splatting,2,VF,SD,SD,SD,SD,SD,TDI,TDI,TDI,TDI,TDI,TDI,L4,L4,L5,L4,L4,L4
quadjr/aframe-gaussian-splatting,12,RA,RA,RA,RA,RA,RA,TDI,TDI,TDI,TDI,TDI,TDI,L5,L5,L5,L5,L5,L5
rdub80/aframe-gui,12,VF,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,UPF,ICFM,L3,L3,L3,L3,L3,L3
rdub80/aframe-gui,25,RA,RA,RA,RA,RA,RA,RLM,RLM,RLM,RLM,RLM,RLM,L3,L3,L3,L3,L3,L3
rollingrock/Fallout-4-VR-Body,66,AF,AF,AF,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L1,L2,L2,L2,L2,L2
rollingrock/Fallout-4-VR-Body,69,RA,RA,RA,RA,RA,RA,IIV,IIV,IIV,IIV,IIV,IIV,L5,L5,L5,L5,L5,L5
rollingrock/Fallout-4-VR-Body,84,SD,SD,SD,SD,SD,SD,IAC,IAC,IAC,IAC,IAC,IAC,L2,L2,L2,L2,L2,L2
rollingrock/Fallout-4-VR-Body,127,VF,VF,VF,VF,VF,VF,IIV,IIV,IIV,IIV,IIV,IIV,L2,L2,L2,L2,L2,L2
satchelfrost/revolvr,43,AF,AF,AF,AF,AF,AF,IIV,IIV,IIV,IIV,IIV,IIV,L3,L4,L4,L4,L4,L4
scenerygraphics/scenery,37,SD,SD,AF,SD,SD,SD,RLM,RLM,RLM,RLM,ICFM,RLM,L5,L5,L5,L5,L5,L5
scenerygraphics/scenery,38,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,UPF,GCE,GCE,L1,L1,L3,L1,L1,L1
scenerygraphics/scenery,146,RA,RA,RA,RA,AF,RA,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L2,L5,L5
scenerygraphics/scenery,147,RA,RA,RA,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L3,L5,L5,L5
scenerygraphics/scenery,181,VF,VF,VF,VF,VF,VF,RLM,RLM,RLM,RLM,RLM,RLM,L5,L5,L5,L5,L5,L5
scenerygraphics/scenery,213,IC,IC,IC,IC,IC,IC,IAC,IAC,IAC,IAC,IAC,IAC,L1,L3,L3,L3,L3,L3
scenerygraphics/scenery,287,RA,RA,RA,RA,RA,RA,RLM,RLM,RLM,RLM,RLM,RLM,L5,L5,L5,L5,L5,L5
scenerygraphics/scenery,377,IC,IC,IC,IC,IC,IC,GCE,GCE,GCE,GCE,GCE,GCE,L1,L1,L1,L1,L1,L1
scenerygraphics/scenery,381,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L4,L1,L1,L1,L1,L1
scenerygraphics/scenery,444,VF,VF,VF,VF,VF,VF,RLM,RLM,RLM,RLM,RLM,RLM,L5,L5,L5,L5,L5,L5
scenerygraphics/scenery,456,RA,RA,RS,VF,RS,RA,RLM,RLM,RLM,RLM,IIV,RLM,L4,L4,L4,L4,L4,L4
scenerygraphics/scenery,493,AF,AF,AF,VF,AF,AF,TDI,TDI,TDI,TDI,TDI,TDI,L4,L4,L4,L4,L4,L4
scenerygraphics/scenery,750,RA,AF,AF,AF,AF,AF,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L3,L4,L3,L4
scenerygraphics/scenery,757,RA,RA,RA,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L3,L4,L3,L3,L3,L3
secondlife/viewer,33,VF,VF,VF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
secondlife/viewer,108,AF,AF,AF,AF,AF,AF,RLM,RLM,RLM,RLM,RLM,RLM,L3,L3,L3,L3,L3,L3
secondlife/viewer,115,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,RLM,ICFM,L4,L4,L4,L4,L4,L4
secondlife/viewer,168,RS,AF,AF,AF,AF,AF,TDI,TDI,TDI,TDI,TDI,TDI,L3,L3,L3,L3,L3,L3
secondlife/viewer,169,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L3,L3,L3,L3,L3
